transaction_id,customer_id,flavour_id,quantity_liters,transaction_date,transaction_country,transaction_town,postal_code,amount_dollar,generation_date,batch_number
24501,12,235,53000,12/23/24,FRANCE,Lyon,ILRXBX,779000,5/5/24,2
24502,3,70,64000,7/6/24,BRAZIL,Brasília,0ASB2K,1194000,5/5/24,2
24503,64,152,33000,6/8/23,SPAIN,Valencia,29EUC1,1845000,5/5/24,2
24504,23,133,30000,5/30/23,ISRAEL,Tel Aviv,6Q2J29,1101000,5/5/24,2
24505,58,304,45000,6/17/24,ISRAEL,Haifa,BR1E5S,1261000,5/5/24,2
24506,68,441,87000,8/13/24,BRAZIL,Porto Alegre,UP2Y8T,54000,5/5/24,2
24507,73,51,85000,9/14/24,INDIA,Bangalore,1U7QT5,397000,5/5/24,2
24508,17,30,3000,9/19/24,JAPAN,Tokyo,56A4TZ,25000,5/5/24,2
24509,42,236,59000,3/20/24,FRANCE,Lyon,QZUNG1,1465000,5/5/24,2
24510,70,59,13000,11/12/24,BRAZIL,Brasília,941744,1458000,5/5/24,2
24511,38,112,45000,3/30/24,CANADA,Calgary,URYJJY,384000,5/5/24,2
24512,52,171,65000,4/12/23,CHINA,Chengdu,D0D2Z6,1762000,5/5/24,2
24513,4,9,78000,9/30/23,GERMANY,Düsseldorf,QUUZMH,1030000,5/5/24,2
24514,19,106,53000,10/17/23,INDIA,Kolkata,ASAE6T,313000,5/5/24,2
24515,7,58,81000,10/5/23,SPAIN,Valencia,I9K3ZG,1077000,5/5/24,2
24516,2,65,14000,7/20/23,CHINA,Guangzhou,OF8DXY,567000,5/5/24,2
24517,27,296,34000,12/29/23,FRANCE,Bordeaux,GG2BAR,1239000,5/5/24,2
24518,68,365,34000,8/30/24,CHINA,Chengdu,UIPHGK,1531000,5/5/24,2
24519,60,279,50000,9/24/24,ISRAEL,Haifa,GCVQVA,1882000,5/5/24,2
24520,1,416,14000,6/3/24,BRAZIL,Porto Alegre,OV15L2,271000,5/5/24,2
24521,75,145,98000,5/8/24,CANADA,Toronto,NEGJ1A,616000,5/5/24,2
24522,19,159,2000,9/2/23,INDIA,Chennai,VCTY3P,1382000,5/5/24,2
24523,49,272,27000,8/20/23,JAPAN,Osaka,L4UNGH,472000,5/5/24,2
24524,6,479,75000,4/8/24,JAPAN,Fukuoka,MERBX5,1979000,5/5/24,2
24525,19,167,41000,4/5/24,JAPAN,Osaka,QLM202,1037000,5/5/24,2
24526,69,95,21000,2/18/24,GERMANY,Frankfurt,DS622T,1536000,5/5/24,2
24527,26,228,15000,9/21/23,BRAZIL,Rio de Janeiro,0ISBOL,498000,5/5/24,2
24528,35,32,82000,9/27/23,CHINA,Shenzhen,HNQ4RG,727000,5/5/24,2
24529,26,494,52000,11/15/23,GERMANY,Hamburg,1AAOGG,920000,5/5/24,2
24530,43,7,59000,11/28/23,CHINA,Shenzhen,0O1U4J,1304000,5/5/24,2
24531,50,118,0,1/18/24,FRANCE,Paris,RJOQHO,101000,5/5/24,2
24532,26,381,46000,4/18/24,ISRAEL,Beer Sheva,L5UP8Z,473000,5/5/24,2
24533,42,167,29000,11/2/24,CANADA,Montreal,3HF3NR,290000,5/5/24,2
24534,60,173,52000,11/27/23,FRANCE,Nice,1I3AMB,1163000,5/5/24,2
24535,51,478,68000,8/14/23,ISRAEL,Petah Tikva,JP171U,1624000,5/5/24,2
24536,68,334,82000,9/15/24,GERMANY,Hamburg,ACP6XZ,1775000,5/5/24,2
24537,44,161,43000,1/29/24,SPAIN,Valencia,OL73L8,1791000,5/5/24,2
24538,31,165,69000,12/28/24,CHINA,Shanghai,NXLU06,1196000,5/5/24,2
24539,56,261,26000,6/18/24,BRAZIL,Rio de Janeiro,KFQGVE,1308000,5/5/24,2
24540,36,453,14000,8/14/23,JAPAN,Fukuoka,YPP4YU,211000,5/5/24,2
24541,56,427,56000,8/18/23,FRANCE,Paris,5TF4L1,1997000,5/5/24,2
24542,61,62,72000,10/14/24,JAPAN,Kyoto,YZJXBA,489000,5/5/24,2
24543,64,3,88000,5/31/24,ISRAEL,Jerusalem,4VDAXB,635000,5/5/24,2
24544,17,53,60000,9/26/24,GERMANY,Hamburg,4NE837,393000,5/5/24,2
24545,18,299,8000,12/25/23,INDIA,Kolkata,6BKB09,1332000,5/5/24,2
24546,15,114,78000,3/24/24,CHINA,Shenzhen,1K3K2U,268000,5/5/24,2
24547,18,447,1000,10/17/23,GERMANY,Munich,9YMNL5,219000,5/5/24,2
24548,26,328,39000,10/23/23,CANADA,Vancouver,YZQG1N,1069000,5/5/24,2
24549,21,127,17000,6/20/23,SPAIN,Valencia,87COJM,614000,5/5/24,2
24550,8,186,99000,5/18/23,INDIA,Hyderabad,2H3ZA2,1206000,5/5/24,2
24551,48,191,87000,8/4/23,INDIA,Mumbai,VAAMLM,91000,5/5/24,2
24552,63,258,42000,8/10/23,INDIA,Chennai,78ZUM3,281000,5/5/24,2
24553,50,27,17000,3/22/24,CHINA,Shenzhen,PHOIVK,15000,5/5/24,2
24554,21,19,67000,7/19/23,GERMANY,Berlin,YCTNLZ,20000,5/5/24,2
24555,14,29,49000,12/28/23,CHINA,Guangzhou,CDFVLF,724000,5/5/24,2
24556,40,361,33000,11/8/23,INDIA,Hyderabad,DM0Z68,412000,5/5/24,2
24557,1,468,33000,4/7/23,CHINA,Shanghai,7GAAHS,69000,5/5/24,2
24558,1,136,53000,9/10/23,ISRAEL,Petah Tikva,6LDK0V,700000,5/5/24,2
24559,17,172,56000,4/25/24,SPAIN,Madrid,NVTMGK,232000,5/5/24,2
24560,8,259,76000,8/30/24,SPAIN,Barcelona,PKDESL,850000,5/5/24,2
24561,60,77,7000,12/21/24,CANADA,Montreal,9IPV93,1255000,5/5/24,2
24562,59,498,22000,8/24/23,INDIA,Delhi,4T42HM,719000,5/5/24,2
24563,11,6,44000,11/16/24,BRAZIL,Fortaleza,HF0OB1,1364000,5/5/24,2
24564,50,147,18000,3/18/24,CHINA,Guangzhou,1F2TLD,1361000,5/5/24,2
24565,3,485,7000,7/28/24,SPAIN,Granada,KGJELU,1345000,5/5/24,2
24566,13,56,86000,11/20/23,ISRAEL,Jerusalem,5G1S7X,1735000,5/5/24,2
24567,10,448,43000,3/3/24,INDIA,Bangalore,AHGAJ3,1008000,5/5/24,2
24568,40,225,66000,6/9/24,BRAZIL,Porto Alegre,B0J02Y,1881000,5/5/24,2
24569,27,331,80000,5/4/23,INDIA,Kolkata,6QDF7Z,1988000,5/5/24,2
24570,47,377,80000,10/11/23,FRANCE,Bordeaux,95VGOA,905000,5/5/24,2
24571,46,334,96000,8/30/24,SPAIN,Valencia,X8CMQ0,1676000,5/5/24,2
24572,11,34,18000,12/20/23,CANADA,Toronto,ZC1J23,1762000,5/5/24,2
24573,11,499,19000,10/13/23,JAPAN,Fukuoka,M2BCPX,417000,5/5/24,2
24574,3,437,13000,6/13/24,SPAIN,Madrid,I7IA2Y,1987000,5/5/24,2
24575,9,500,11000,9/21/24,CHINA,Shenzhen,F2HMYF,1268000,5/5/24,2
24576,11,450,59000,4/5/24,CANADA,Montreal,0NFO47,128000,5/5/24,2
24577,42,83,17000,8/28/24,CHINA,Beijing,0TLT3G,29000,5/5/24,2
24578,49,121,8000,10/15/24,FRANCE,Paris,7TQZX1,1341000,5/5/24,2
24579,47,187,70000,8/2/23,INDIA,Mumbai,L00K59,267000,5/5/24,2
24580,38,362,25000,7/30/23,ISRAEL,Petah Tikva,25M5ZV,480000,5/5/24,2
24581,10,215,23000,9/6/23,ISRAEL,Ramat Gan,XXO8NK,45000,5/5/24,2
24582,13,35,30000,4/8/23,ISRAEL,Jerusalem,OAP5U6,491000,5/5/24,2
24583,41,274,56000,4/30/24,SPAIN,Barcelona,7U4EPN,1506000,5/5/24,2
24584,10,234,98000,2/26/23,FRANCE,Marseille,QHFGE3,1355000,5/5/24,2
24585,56,446,8000,6/29/24,CANADA,Toronto,423VO3,730000,5/5/24,2
24586,63,243,53000,9/30/23,INDIA,Delhi,XLG0IY,1272000,5/5/24,2
24587,6,394,3000,3/3/24,CANADA,Vancouver,OH2IAS,1281000,5/5/24,2
24588,48,85,78000,5/12/24,ISRAEL,Haifa,XYN8E8,17000,5/5/24,2
24589,64,103,40000,12/26/23,GERMANY,Frankfurt,EIXHPD,492000,5/5/24,2
24590,51,97,95000,12/6/24,GERMANY,Berlin,HLNYEM,491000,5/5/24,2
24591,31,123,66000,10/7/24,CHINA,Chengdu,TH449O,107000,5/5/24,2
24592,16,13,59000,6/23/23,FRANCE,Bordeaux,UQ3AX5,845000,5/5/24,2
24593,54,25,77000,11/23/24,ISRAEL,Ramat Gan,VKITV4,515000,5/6/24,2
24594,2,406,3000,7/24/24,BRAZIL,Belém,JZQ0T7,1748000,5/5/24,2
24595,12,237,45000,11/24/23,SPAIN,Granada,89F9R2,1613000,5/5/24,2
24596,23,192,33000,8/7/24,CHINA,Shanghai,M5N0D5,1894000,5/5/24,2
24597,67,192,96000,2/24/23,SPAIN,Barcelona,XKTXBN,1911000,5/5/24,2
24598,70,415,53000,3/17/23,BRAZIL,Fortaleza,0YZ5SP,1085000,5/5/24,2
24599,14,213,79000,10/10/24,CANADA,Edmonton,SOJ4YQ,1886000,5/5/24,2
24600,69,182,33000,11/30/23,CANADA,Toronto,ZP8RBG,1691000,5/5/24,2
24601,21,350,56000,9/21/23,FRANCE,Bordeaux,4V6LMR,893000,5/5/24,2
24602,9,498,73000,3/18/24,CANADA,Montreal,NS99V5,1372000,5/5/24,2
24603,52,426,90000,11/28/23,ISRAEL,Petah Tikva,EJ0RNJ,1806000,5/5/24,2
24604,9,481,41000,11/4/24,BRAZIL,Fortaleza,H8PMHR,325000,5/5/24,2
24605,73,144,68000,1/8/25,CHINA,Shenzhen,3Y5P8G,596000,5/5/24,2
24606,49,125,12000,6/14/24,JAPAN,Fukuoka,JK68OH,287000,5/5/24,2
24607,8,241,47000,5/4/24,FRANCE,Marseille,TGLREG,90000,5/5/24,2
24608,57,492,93000,7/31/23,FRANCE,Nice,14Z562,791000,5/5/24,2
24609,65,139,84000,11/3/23,SPAIN,Granada,EJF1FO,34000,5/5/24,2
24610,73,220,36000,2/24/23,FRANCE,Lyon,0A9F1O,909000,5/5/24,2
24611,5,177,83000,2/3/24,SPAIN,Barcelona,4136VP,357000,5/5/24,2
24612,11,386,2000,9/10/24,JAPAN,Kyoto,9LNI62,1856000,5/5/24,2
24613,57,220,47000,9/12/24,FRANCE,Bordeaux,CL0P5Q,827000,5/5/24,2
24614,40,164,18000,9/10/23,GERMANY,Munich,FZR0PC,1371000,5/5/24,2
24615,70,496,19000,2/20/23,SPAIN,Madrid,1HCL64,1103000,5/5/24,2
24616,73,137,77000,8/25/23,SPAIN,Málaga,SIF7U9,742000,5/5/24,2
24617,55,253,25000,6/5/24,INDIA,Kolkata,E4O1HE,1065000,5/5/24,2
24618,24,176,17000,9/15/23,ISRAEL,Petah Tikva,2L1KA9,1235000,5/5/24,2
24619,66,253,53000,3/15/23,SPAIN,Málaga,SQOK09,400000,5/5/24,2
24620,44,243,23000,4/14/23,SPAIN,Madrid,Q1VSIA,906000,5/5/24,2
24621,16,315,49000,7/19/23,CANADA,Toronto,0VGVR2,1155000,5/5/24,2
24622,61,199,59000,3/17/24,FRANCE,Lyon,MQ52VK,1052000,5/5/24,2
24623,74,73,96000,12/27/24,INDIA,Kolkata,6BSCU9,220000,5/5/24,2
24624,51,181,41000,2/13/24,CHINA,Beijing,7H53NQ,1609000,5/5/24,2
24625,43,110,62000,9/18/24,CHINA,Guangzhou,X9OB48,937000,5/5/24,2
24626,7,361,18000,11/20/24,CHINA,Beijing,LG8Y99,87000,5/5/24,2
24627,44,383,63000,6/29/24,FRANCE,Strasbourg,788AXO,111000,5/5/24,2
24628,32,387,79000,6/20/23,SPAIN,Málaga,AUB98L,24000,5/5/24,2
24629,64,176,12000,9/25/24,CANADA,Vancouver,JESORA,693000,5/5/24,2
24630,68,418,82000,3/14/24,INDIA,Delhi,0VUDI3,1790000,5/5/24,2
24631,57,45,0,8/19/23,FRANCE,Strasbourg,M4A13U,1569000,5/5/24,2
24632,29,374,60000,3/20/23,CHINA,Shenzhen,JOUMVQ,598000,5/5/24,2
24633,38,199,62000,5/19/24,GERMANY,Frankfurt,7TH35A,1594000,5/5/24,2
24634,56,342,64000,12/25/24,CANADA,Calgary,AM5RVK,950000,5/5/24,2
24635,74,105,85000,5/18/24,BRAZIL,São Paulo,K0PZPD,1730000,5/5/24,2
24636,34,230,27000,10/15/24,CANADA,Ottawa,VG657N,1757000,5/5/24,2
24637,13,58,41000,10/27/24,JAPAN,Nagoya,0OSMMG,1943000,5/5/24,2
24638,55,4,72000,5/8/24,CANADA,Toronto,R1I87J,1758000,5/5/24,2
24639,59,89,4000,6/4/23,GERMANY,Berlin,P0L7B0,1086000,5/5/24,2
24640,59,281,3000,12/1/23,JAPAN,Nagoya,CX299O,240000,5/5/24,2
24641,19,197,2000,8/26/23,GERMANY,Cologne,IQI0SI,819000,5/5/24,2
24642,9,236,9000,10/8/24,CANADA,Toronto,KUOGOC,1612000,5/5/24,2
24643,48,147,37000,5/24/24,GERMANY,Hamburg,X6DH6B,1528000,5/5/24,2
24644,2,259,94000,8/10/24,CHINA,Shenzhen,TBVHRT,1628000,5/5/24,2
24645,66,375,14000,4/26/24,INDIA,Hyderabad,E7C0VA,737000,5/5/24,2
24646,68,465,27000,4/26/23,SPAIN,Seville,PYA0MV,357000,5/5/24,2
24647,75,254,50000,4/19/23,FRANCE,Paris,219JXM,17000,5/5/24,2
24648,8,73,4000,11/4/24,BRAZIL,Belém,OERUX7,1289000,5/5/24,2
24649,45,26,8000,11/21/23,CANADA,Toronto,UGJYRV,940000,5/5/24,2
24650,9,248,43000,12/27/23,BRAZIL,Brasília,K4QEN0,484000,5/5/24,2
24651,14,488,80000,4/26/23,CANADA,Vancouver,RGGK73,417000,5/5/24,2
24652,12,439,27000,11/16/23,SPAIN,Valencia,PFM0O1,1513000,5/5/24,2
24653,2,491,61000,7/13/23,CHINA,Chengdu,9GH9XO,1658000,5/5/24,2
24654,54,48,16000,6/20/24,BRAZIL,Belém,Y0379U,1008000,5/5/24,2
24655,44,199,87000,5/14/24,BRAZIL,Fortaleza,R81QZZ,987000,5/5/24,2
24656,5,42,23000,5/14/23,CHINA,Guangzhou,576PZ9,342000,5/5/24,2
24657,14,376,41000,10/8/24,SPAIN,Granada,NXMKR6,476000,5/5/24,2
24658,48,313,10000,7/24/24,JAPAN,Osaka,X6UKJC,1689000,5/5/24,2
24659,67,349,42000,6/29/23,CHINA,Chengdu,JNYFF8,27000,5/5/24,2
24660,29,336,50000,4/1/23,FRANCE,Nice,9HIQCG,743000,5/5/24,2
24661,17,377,50000,3/3/23,CHINA,Shanghai,RI1N0X,378000,5/5/24,2
24662,13,474,69000,7/9/24,CHINA,Chengdu,T6CFO1,1610000,5/5/24,2
24663,38,320,5000,5/31/24,BRAZIL,Brasília,P7HKSI,618000,5/5/24,2
24664,61,127,71000,5/16/23,CANADA,Calgary,XR31OX,1306000,5/5/24,2
24665,17,264,75000,11/23/24,JAPAN,Nagoya,G2BI20,1418000,5/5/24,2
24666,8,87,29000,1/25/24,BRAZIL,Belém,J6G9EJ,1783000,5/5/24,2
24667,42,83,92000,4/6/23,CHINA,Shenzhen,PTTTVV,376000,5/5/24,2
24668,43,242,62000,9/13/23,INDIA,Delhi,OKE4VM,1338000,5/5/24,2
24669,66,162,32000,6/4/23,BRAZIL,Rio de Janeiro,DC4GX2,1817000,5/5/24,2
24670,22,371,14000,10/18/24,ISRAEL,Haifa,PFLNJ8,575000,5/5/24,2
24671,47,339,78000,3/31/24,FRANCE,Nice,AR8LNF,1407000,5/5/24,2
24672,58,368,64000,8/12/23,INDIA,Delhi,RTHLZ2,601000,5/5/24,2
24673,45,132,55000,3/6/24,ISRAEL,Haifa,2BTUND,1295000,5/5/24,2
24674,62,416,92000,8/17/23,CANADA,Edmonton,RCBA01,106000,5/5/24,2
24675,31,288,64000,12/30/24,SPAIN,Barcelona,BR3QSZ,949000,5/5/24,2
24676,46,63,70000,4/18/24,CANADA,Montreal,P1M17L,517000,5/5/24,2
24677,26,255,92000,5/20/24,FRANCE,Nice,H90VGN,1502000,5/5/24,2
24678,68,83,91000,3/4/24,CANADA,Vancouver,J7OR6N,1850000,5/5/24,2
24679,6,183,41000,8/17/24,INDIA,Delhi,R81V0B,1001000,5/5/24,2
24680,38,291,78000,12/30/23,CANADA,Toronto,ONJ0F2,1157000,5/5/24,2
24681,27,372,19000,7/18/24,SPAIN,Valencia,UZZ4T8,1010000,5/5/24,2
24682,37,49,78000,5/21/24,ISRAEL,Tel Aviv,15GIQZ,1692000,5/5/24,2
24683,14,30,56000,9/17/24,SPAIN,Seville,CHTPO1,1843000,5/5/24,2
24684,67,246,47000,6/9/23,SPAIN,Málaga,CY0D8T,1084000,5/5/24,2
24685,10,489,55000,2/6/24,CANADA,Edmonton,459IKF,752000,5/5/24,2
24686,39,482,19000,11/7/23,CHINA,Shenzhen,IJO0L3,1111000,5/5/24,2
24687,17,203,55000,2/21/23,GERMANY,Frankfurt,JEBMPU,1415000,5/5/24,2
24688,25,378,56000,4/27/24,GERMANY,Cologne,MJ6NZO,67000,5/5/24,2
24689,74,204,91000,11/19/24,JAPAN,Fukuoka,QNDA1Y,954000,5/5/24,2
24690,22,229,51000,3/15/23,FRANCE,Bordeaux,YHHMM8,1146000,5/5/24,2
24691,38,37,1000,2/26/24,JAPAN,Osaka,TEPK3Z,753000,5/5/24,2
24692,31,79,68000,11/13/24,GERMANY,Cologne,B3PYZS,162000,5/5/24,2
24693,64,183,11000,12/13/24,CANADA,Ottawa,87GBZ2,744000,5/5/24,2
24694,40,129,1000,8/15/24,CANADA,Ottawa,LSUQM6,944000,5/5/24,2
24695,17,230,51000,12/30/24,CANADA,Toronto,9SJT6P,1689000,5/5/24,2
24696,5,414,53000,8/28/24,GERMANY,Hamburg,UYFHM0,1287000,5/5/24,2
24697,5,87,51000,4/20/23,INDIA,Mumbai,LQ9XKD,206000,5/5/24,2
24698,68,200,67000,6/16/24,ISRAEL,Beer Sheva,6FE70O,1407000,5/5/24,2
24699,32,324,60000,9/27/24,INDIA,Mumbai,EKIBJE,1183000,5/5/24,2
24700,42,171,4000,1/2/24,CANADA,Vancouver,ANTYTD,603000,5/5/24,2
24701,41,342,73000,4/18/24,INDIA,Kolkata,P0XZ93,43000,5/5/24,2
24702,11,87,70000,10/9/23,INDIA,Hyderabad,IUNXY6,467000,5/5/24,2
24703,38,317,16000,3/31/24,SPAIN,Seville,74QVKH,686000,5/5/24,2
24704,57,321,37000,7/12/23,BRAZIL,Brasília,RFK9KY,1554000,5/5/24,2
24705,41,192,10000,9/7/23,GERMANY,Düsseldorf,98MUT8,791000,5/5/24,2
24706,7,444,56000,7/26/23,GERMANY,Munich,5H4OO7,118000,5/5/24,2
24707,4,212,19000,3/13/24,FRANCE,Strasbourg,1T0C1K,460000,5/5/24,2
24708,22,441,82000,4/29/24,ISRAEL,Tel Aviv,TCOTAM,890000,5/5/24,2
24709,10,371,32000,11/25/24,CHINA,Chengdu,4NR2T8,1539000,5/5/24,2
24710,66,28,76000,5/21/23,BRAZIL,Belém,N9ZCUB,522000,5/5/24,2
24711,35,158,73000,1/13/25,CHINA,Chengdu,BIPRFE,1142000,5/5/24,2
24712,32,304,84000,7/20/24,JAPAN,Osaka,Q7BBJQ,1722000,5/5/24,2
24713,39,391,48000,7/8/24,GERMANY,Munich,J1HO0Z,1628000,5/5/24,2
24714,46,266,19000,11/24/23,JAPAN,Fukuoka,GPARUT,1211000,5/5/24,2
24715,54,315,13000,12/14/23,FRANCE,Strasbourg,GLQ5P5,1911000,5/5/24,2
24716,67,478,59000,11/5/23,BRAZIL,São Paulo,JYJSS1,1795000,5/5/24,2
24717,53,368,60000,7/16/24,JAPAN,Osaka,1AEF2I,950000,5/5/24,2
24718,41,55,35000,3/6/24,INDIA,Delhi,78XQPB,1376000,5/5/24,2
24719,31,75,47000,5/7/24,BRAZIL,Brasília,X78TO0,289000,5/5/24,2
24720,1,172,25000,8/8/23,INDIA,Hyderabad,DA67TG,897000,5/5/24,2
24721,30,320,39000,7/28/23,CANADA,Calgary,AZR98X,1027000,5/5/24,2
24722,44,45,55000,8/13/23,CANADA,Ottawa,SO7HGT,729000,5/5/24,2
24723,64,5,72000,8/31/23,BRAZIL,Rio de Janeiro,D4RS13,1616000,5/5/24,2
24724,32,132,17000,5/28/23,BRAZIL,São Paulo,1TU4Q3,1914000,5/5/24,2
24725,22,311,99000,7/2/24,SPAIN,Barcelona,8J4DQ5,1725000,5/5/24,2
24726,7,257,59000,1/9/25,CANADA,Vancouver,NC7HG5,1441000,5/5/24,2
24727,54,91,45000,2/21/23,BRAZIL,Brasília,H6J6U9,941000,5/5/24,2
24728,36,228,19000,6/16/24,INDIA,Chennai,G9M89Y,796000,5/5/24,2
24729,9,498,85000,8/17/23,SPAIN,Madrid,ZP3KSN,1030000,5/5/24,2
24730,69,469,31000,11/28/23,JAPAN,Kyoto,PTM1II,1501000,5/5/24,2
24731,66,9,25000,8/21/24,INDIA,Kolkata,NRA6QM,1448000,5/5/24,2
24732,67,343,89000,6/7/23,JAPAN,Fukuoka,XQRHN1,1217000,5/5/24,2
24733,17,92,50000,7/3/24,CHINA,Chengdu,XNB2YB,1853000,5/5/24,2
24734,17,171,47000,9/1/24,JAPAN,Fukuoka,EG2GHB,666000,5/5/24,2
24735,42,51,66000,11/15/24,CANADA,Ottawa,87CB5R,1851000,5/5/24,2
24736,24,236,26000,7/19/23,SPAIN,Granada,ZRYX1G,1213000,5/5/24,2
24737,29,57,60000,10/14/23,CANADA,Calgary,C8J4AE,939000,5/5/24,2
24738,68,400,58000,10/20/24,INDIA,Mumbai,1TILH7,1489000,5/5/24,2
24739,49,80,99000,3/29/24,JAPAN,Nagoya,G6XJCA,972000,5/5/24,2
24740,71,210,86000,7/28/23,ISRAEL,Tel Aviv,QH5KQV,92000,5/5/24,2
24741,53,381,11000,10/27/24,ISRAEL,Tel Aviv,VBY0KY,1360000,5/5/24,2
24742,18,470,58000,6/4/23,ISRAEL,Beer Sheva,UYNB4R,372000,5/6/24,2
24743,69,469,82000,11/10/23,SPAIN,Valencia,HV3DYM,1257000,5/5/24,2
24744,31,443,66000,4/6/24,GERMANY,Hamburg,AY376Q,1703000,5/5/24,2
24745,62,160,75000,8/20/23,CANADA,Vancouver,G763OG,137000,5/6/24,2
24746,34,227,82000,9/1/23,JAPAN,Nagoya,5EX8LC,400000,5/5/24,2
24747,65,167,2000,1/2/25,ISRAEL,Petah Tikva,M9QZ0Y,605000,5/5/24,2
24748,66,33,30000,9/16/23,ISRAEL,Beer Sheva,4PM776,959000,5/5/24,2
24749,41,412,95000,3/14/24,CANADA,Edmonton,91YP4M,1228000,5/5/24,2
24750,73,413,25000,3/16/23,FRANCE,Paris,Q1LSOA,1260000,5/5/24,2
24751,12,125,56000,12/25/24,FRANCE,Strasbourg,T5195L,728000,5/5/24,2
24752,64,193,77000,12/21/23,CHINA,Beijing,ZMCYBZ,1488000,5/5/24,2
24753,65,338,63000,4/15/24,SPAIN,Barcelona,8EVQ13,649000,5/5/24,2
24754,62,157,44000,1/12/25,FRANCE,Lyon,I6D04F,599000,5/5/24,2
24755,52,396,88000,6/4/24,GERMANY,Cologne,QKMKOJ,617000,5/5/24,2
24756,22,403,95000,9/5/24,FRANCE,Lyon,5XV2EO,1054000,5/5/24,2
24757,71,171,49000,8/11/23,GERMANY,Cologne,M1VUCT,345000,5/5/24,2
24758,74,241,10000,11/4/24,SPAIN,Madrid,Y5QORM,1981000,5/5/24,2
24759,36,28,52000,2/21/24,GERMANY,Munich,YD3QSJ,599000,5/5/24,2
24760,55,148,40000,12/9/24,ISRAEL,Ramat Gan,4440SV,505000,5/5/24,2
24761,56,191,86000,3/29/24,CHINA,Shenzhen,HYAM0C,641000,5/5/24,2
24762,32,426,12000,6/6/23,ISRAEL,Jerusalem,MBGC0Y,721000,5/5/24,2
24763,48,20,3000,9/20/23,GERMANY,Frankfurt,TVLRGD,226000,5/5/24,2
24764,43,97,38000,9/3/23,SPAIN,Seville,MPB079,1387000,5/5/24,2
24765,12,334,17000,7/20/23,SPAIN,Málaga,QC8P34,1279000,5/5/24,2
24766,39,182,90000,9/4/24,SPAIN,Málaga,AKP082,1475000,5/5/24,2
24767,22,451,13000,12/25/24,GERMANY,Hamburg,TI5XKG,261000,5/5/24,2
24768,65,125,38000,3/10/24,BRAZIL,Porto Alegre,DE7LCA,871000,5/5/24,2
24769,31,295,96000,5/19/24,ISRAEL,Tel Aviv,E1MJHO,938000,5/5/24,2
24770,58,448,58000,5/2/23,JAPAN,Tokyo,7A6LUQ,1882000,5/5/24,2
24771,32,378,40000,8/7/24,CHINA,Chengdu,XQL23Q,837000,5/5/24,2
24772,10,228,65000,3/24/24,SPAIN,Granada,2JSUTQ,443000,5/5/24,2
24773,59,184,41000,3/14/24,INDIA,Kolkata,3ZUHP3,1428000,5/5/24,2
24774,33,320,63000,9/16/24,INDIA,Chennai,TY0J0B,1769000,5/5/24,2
24775,28,307,99000,3/2/24,FRANCE,Lyon,T42QB2,786000,5/5/24,2
24776,7,103,59000,7/14/23,FRANCE,Bordeaux,RV0BFF,893000,5/5/24,2
24777,13,69,13000,6/1/24,BRAZIL,Belém,DI3NA3,1306000,5/5/24,2
24778,57,260,62000,11/9/24,CHINA,Shenzhen,757D6X,1388000,5/5/24,2
24779,52,74,52000,6/18/24,INDIA,Chennai,LLXZN0,436000,5/5/24,2
24780,17,282,29000,8/5/23,CHINA,Guangzhou,6RQMHR,1664000,5/5/24,2
24781,41,486,70000,4/21/24,JAPAN,Tokyo,BSLU83,161000,5/5/24,2
24782,37,307,57000,6/14/23,CANADA,Montreal,LKCCBP,858000,5/5/24,2
24783,70,15,98000,10/30/24,ISRAEL,Petah Tikva,VLROLS,141000,5/5/24,2
24784,16,223,82000,3/16/23,BRAZIL,Brasília,3TX19M,127000,5/5/24,2
24785,33,200,24000,1/7/25,SPAIN,Madrid,3ZKRYS,1018000,5/5/24,2
24786,75,45,90000,7/4/24,BRAZIL,Brasília,4KDGDA,20000,5/5/24,2
24787,17,474,69000,8/26/23,BRAZIL,Fortaleza,6RGMHZ,780000,5/5/24,2
24788,8,316,64000,3/18/23,CHINA,Nanjing,MSUZQJ,399000,5/5/24,2
24789,56,449,30000,4/27/24,BRAZIL,São Paulo,J4CTD4,1021000,5/5/24,2
24790,31,76,95000,10/11/23,SPAIN,Seville,KHTMXG,1107000,5/5/24,2
24791,51,307,12000,12/28/23,BRAZIL,Fortaleza,2M96V2,1479000,5/5/24,2
24792,71,42,78000,5/20/24,BRAZIL,São Paulo,DLLE6R,992000,5/5/24,2
24793,66,33,65000,12/1/24,ISRAEL,Petah Tikva,LAJKRA,368000,5/5/24,2
24794,24,439,95000,11/29/23,FRANCE,Marseille,A8IECM,1629000,5/5/24,2
24795,53,31,73000,10/5/23,INDIA,Chennai,GSBHEB,334000,5/5/24,2
24796,63,437,35000,8/2/24,JAPAN,Tokyo,HCVP8J,1322000,5/5/24,2
24797,72,34,74000,4/1/24,CANADA,Ottawa,TDVMPA,864000,5/5/24,2
24798,4,86,26000,6/20/23,JAPAN,Nagoya,5SZX7J,1455000,5/5/24,2
24799,42,54,93000,5/1/23,CANADA,Calgary,TS3ULQ,701000,5/5/24,2
24800,14,345,26000,9/28/23,SPAIN,Granada,MJEDLS,1603000,5/5/24,2
24801,30,450,31000,5/24/24,BRAZIL,Belém,BNPBHH,1972000,5/5/24,2
24802,37,324,28000,8/20/23,JAPAN,Kyoto,JRYYEI,466000,5/5/24,2
